Molecule ChEMBL ID;Molecule Name;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Value;Standard Units;pChEMBL Value;Potential Duplicate;BAO Label
CHEMBL1863169;;349.28;1;23863;DNDI1296947;Cc1ccsc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1;IC50;10000.0;nM;;False;organism-based format
CHEMBL1863253;;370.88;0;44256;DNDI1459256;O=C(NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1)C1CC1;IC50;480.0;nM;11841;False;organism-based format
CHEMBL1863398;;444.58;1;45413;DNDI1459259;CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NC(=O)Nc3ccccc3)CC2)cc1;IC50;57.0;nM;45474;False;organism-based format
CHEMBL1863428;;362.48;0;44986;DNDI1498559;CC(C)(C)C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862874;;380.90;0;44958;DNDI1459260;CS(=O)(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863238;;407.42;0;25628;DNDI1423059;O=S(=O)(Cc1ccccc1)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1862970;;465.88;1;44260;DNDI1602513;Fc1cc(Cl)ccc1C(NC1CCN(c2nccc(C(F)(F)F)n2)CC1)c1cccnc1;IC50;55440.0;nM;46113;False;cell-based format
CHEMBL1863378;;396.47;0;26724;DNDI1551240;CC(C)(C)OC(=O)N1CCN(C(c2cccnc2)c2ccc(C#N)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863278;;441.52;1;45413;DNDI1551241;CC(C)(C)OC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cncs2)CC1;IC50;7.0;nM;42217;False;organism-based format
CHEMBL1863127;;428.48;0;36192;DNDI1435770;CCS(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862840;;508.47;2;18384;DNDI1435848;O=C(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;82.0;nM;44446;False;organism-based format
CHEMBL1862858;;452.98;0;23437;DNDI1435849;O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;61290.0;nM;44287;False;cell-based format
CHEMBL1862938;;390.89;0;20149;DNDI1467767;CC(C)(C)C(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863442;;321.30;0;44503;DNDI1411764;O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)C1CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863051;;377.85;0;24139;DNDI1435838;CN(C)C(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863387;;362.84;0;33270;DNDI1435839;CCC(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;440.0;nM;13302;False;organism-based format
CHEMBL1863437;;413.35;1;41395;DNDI1625111;Clc1ccc(C(NC2CCN(c3ccc(Cl)cn3)CC2)c2cccnc2)cc1;IC50;35.0;nM;16984;False;organism-based format
CHEMBL1863004;;387.40;1;42856;DNDI1335913;CC(C)Oc1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1;IC50;47590.0;nM;11780;False;cell-based format
CHEMBL1863445;;479.47;1;17319;DNDI1596464;FC(F)(F)c1ccc(C(NC2CCN(c3ccccc3C(F)(F)F)CC2)c2cccnc2)cc1;IC50;9.0;nM;44324;False;organism-based format
CHEMBL1862845;;259.74;0;34029;DNDI1317220;CON=C(Cc1ccccc1)c1ccc(Cl)cc1;IC50;70250.0;nM;42095;False;cell-based format
CHEMBL1863023;;432.47;0;44381;DNDI1596466;Cc1ncsc1C(=O)N1CC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)C1;IC50;186.0;nM;26816;False;organism-based format
CHEMBL1863079;;429.45;0;29646;DNDI1564273;O=C(c1cc[nH]n1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862795;;286.81;0;11414;DNDI1325587;Clc1ccc(C(c2cccnc2)N2CCCCC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863158;;431.57;0;44200;DNDI1498549;Cc1nc(C)c(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)s1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863402;;458.48;1;14732;DNDI1610387;Cc1noc(C)c1C(=O)N1CCC(CN(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;86.0;nM;44384;False;organism-based format
CHEMBL1863254;;392.43;0;14305;DNDI1402164;CN(C)C(=O)C1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;1010.0;nM;6.00;False;organism-based format
CHEMBL1863218;;385.39;0;16862;DNDI1578293;FC(F)(F)c1ccc(C(NC2CN(c3ncccn3)C2)c2cccnc2)cc1;IC50;115.0;nM;34486;False;organism-based format
CHEMBL1863000;;463.91;1;45444;DNDI1602411;Fc1cc(Cl)ccc1C(NC1CCN(c2ccccc2C(F)(F)F)CC1)c1cccnc1;IC50;56970.0;nM;45383;False;cell-based format
CHEMBL1862969;;446.52;0;27485;DNDI1423057;O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;83770.0;nM;44412;False;cell-based format
CHEMBL1863092;;404.44;0;21245;DNDI1423056;O=C(C1CC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;470.0;nM;12206;False;organism-based format
CHEMBL1863322;;394.93;0;21217;DNDI1434924;CC(C)S(=O)(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863047;;481.90;1;14032;DNDI1599460;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(C(F)(F)F)cc2F)CC1)c1cccnc1;IC50;8.0;nM;44477;False;organism-based format
CHEMBL1863276;;507.48;2;44475;DNDI1599457;O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1)c1ccccc1C(F)(F)F;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863122;;414.48;0;44412;DNDI1468002;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccccc3F)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863133;;397.90;0;35827;DNDI1489890;CS(=O)(=O)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863192;;402.93;0;24929;DNDI1489891;Fc1cc(Cl)ccc1C(NC1CCN(c2nccs2)CC1)c1cccnc1;IC50;9.0;nM;44324;False;organism-based format
CHEMBL1863314;;404.40;0;44472;DNDI1489896;Cc1noc(N2CCN(C(c3ccc(C(F)(F)F)cc3)c3cncnc3)CC2)n1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863021;;439.48;1;28976;DNDI1613517;O=C(c1ccccc1)N1CCC(CN(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;43.0;nM;13697;False;organism-based format
CHEMBL1862896;;257.76;0;35521;DNDI1322030;CCCC=C(c1ccc(Cl)cc1)c1cccnc1;IC50;79380.0;nM;44473;False;cell-based format
CHEMBL1862793;;381.76;1;43221;DNDI1388159;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(C(F)(F)F)cc1F;IC50;21.0;nM;25020;False;organism-based format
CHEMBL1863373;;414.50;0;44200;DNDI1434964;O=C(NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1)C1CCCCC1;IC50;800.0;nM;44475;False;organism-based format
CHEMBL1862905;;389.90;0;42095;DNDI1467768;CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;19.0;nM;26481;False;organism-based format
CHEMBL1863097;;423.92;0;31503;DNDI1467770;O=C(c1ccccc1)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;58.0;nM;45474;False;organism-based format
CHEMBL1863062;;464.49;0;35156;DNDI1490392;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cccc(C(F)(F)F)c3)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863090;;405.91;0;17593;DNDI1449876;CC(C)(C)NC(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863427;;275.78;0;42461;DNDI1294204;CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1;IC50;29.0;nM;19906;False;organism-based format
CHEMBL1862917;;315.85;0;16862;DNDI1325589;CCN1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862850;;240.31;0;35827;DNDI1325592;CON=C(Cc1ccccc1C)c1cccnc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863084;;351.28;1;14732;DNDI1392069;CC(C)CCON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl;IC50;260.0;nM;21337;False;organism-based format
CHEMBL1863050;;434.97;1;12175;DNDI1449757;O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863284;;301.80;0;44412;DNDI1294206;OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1;IC50;17.0;nM;28307;False;organism-based format
CHEMBL1863418;;412.45;1;26785;DNDI1607265;FC(F)(F)c1ccc(C(c2cccnc2)N2CCC(Oc3ccccc3)CC2)cc1;IC50;44342;nM;21367;False;organism-based format
CHEMBL1862814;;401.47;0;44986;DNDI1498554;Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)no1;IC50;50.0;nM;11140;False;organism-based format
CHEMBL1862986;;434.51;0;27485;DNDI1465504;CC(C)(C)NC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863307;;437.47;1;22037;DNDI1607264;N#Cc1ccccc1OC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;57760.0;nM;45383;False;cell-based format
CHEMBL1863482;;377.48;0;34425;DNDI1338487;CC(C)Oc1ccc(C(O)(c2ccc(OC(C)C)cc2)c2cccnc2)cc1;IC50;16.0;nM;29403;False;organism-based format
CHEMBL1862862;;512.50;1;11414;DNDI1435824;O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;360.0;nM;16224;False;organism-based format
CHEMBL1863274;;384.87;0;27426;DNDI1388160;CN(C)CCOc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1862827;;392.65;0;33695;DNDI1388158;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Br)cc1F;IC50;79200.0;nM;44473;False;cell-based format
CHEMBL1863019;;414.45;0;21947;DNDI1423049;CS(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862825;;430.35;1;32264;DNDI1607268;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(Cl)cc2)CC1)c1cccnc1;IC50;44323;nM;44538;False;organism-based format
CHEMBL1862824;;407.92;0;22313;DNDI1449911;CS(=O)(=O)N1CCC(C(=O)NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863325;;372.32;0;14702;DNDI1574842;N#Cc1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)c(F)c1;IC50;1.903;nM;26512;False;organism-based format
CHEMBL1863028;;417.54;0;25628;DNDI1498547;Cc1nc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)cs1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862986;;434.51;0;27485;DNDI1465504;CC(C)(C)NC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;61.0;nM;44378;False;organism-based format
CHEMBL1862901;;405.95;0;11749;DNDI1454118;O=S1(=O)CCCN1C1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;17.0;nM;28307;False;organism-based format
CHEMBL1862923;;457.80;1;45413;DNDI1625116;Clc1ccc(C(NC2CCN(c3ccc(Br)cn3)CC2)c2cccnc2)cc1;IC50;44402;nM;21732;False;organism-based format
CHEMBL1863123;;527.97;2;15827;DNDI1676779;O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;17980.0;nM;27485;False;cell-based format
CHEMBL1863217;;372.90;0;15036;DNDI1435758;CC(C)CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;430.0;nM;13667;False;organism-based format
CHEMBL1863380;;392.89;0;24898;DNDI1435759;O=C(c1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;500.0;nM;11110;False;organism-based format
CHEMBL1863366;;372.90;0;22341;DNDI1449906;CCNC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;97.0;nM;44203;False;organism-based format
CHEMBL1863099;;457.50;0;15432;DNDI1576384;Cc1n[nH]c(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863280;;499.58;1;12540;DNDI1574845;Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C(C)(C)C)n1;IC50;71730.0;nM;41730;False;cell-based format
CHEMBL1862825;;430.35;1;32264;DNDI1607268;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(Cl)cc2)CC1)c1cccnc1;IC50;47160.0;nM;12145;False;cell-based format
CHEMBL1863506;;470.04;0;34790;DNDI1435764;CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1;IC50;80170.0;nM;44473;False;cell-based format
CHEMBL1863030;;439.92;0;33695;DNDI1449878;O=C(OCc1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;28.0;nM;20271;False;organism-based format
CHEMBL1862823;;399.97;0;30773;DNDI1454119;CC(C)(C)CC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;44416;nM;44355;False;organism-based format
CHEMBL1863150;;415.46;0;43191;DNDI1677866;Cn1cc(C(NC2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863353;;471.03;0;12875;DNDI1435761;CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1;IC50;46120.0;nM;12510;False;cell-based format
CHEMBL1863153;;373.93;0;23802;DNDI1695340;CC(C)(O)CN1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863323;;408.89;0;17958;DNDI1435756;O=C(c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)N1CCOCC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863113;;454.50;1;17654;DNDI1464847;O=C(Nc1ccccc1)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;31670.0;nM;18354;False;cell-based format
CHEMBL1862963;;424.59;0;17258;DNDI1459257;CCN(CC)C(=O)NC1CCN(C(c2ccc(OC(C)C)cc2)c2cccnc2)CC1;IC50;87.0;nM;44354;False;organism-based format
CHEMBL1863340;;362.43;0;45717;DNDI1460900;CC(C)Oc1ccc(C(O)(c2cccnc2)c2cccc(C(N)=O)c2)cc1;IC50;69680.0;nM;42461;False;cell-based format
CHEMBL1863411;;442.90;0;14336;DNDI1465077;O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1cccc(F)c1;IC50;61200.0;nM;44287;False;cell-based format
CHEMBL1863203;;422.39;0;45352;DNDI1538113;Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1;IC50;126.0;nM;33025;False;organism-based format
CHEMBL1862801;;481.38;0;44231;DNDI1435818;O=S(=O)(c1ccc(Cl)cc1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;60.0;nM;44743;False;organism-based format
CHEMBL1863332;;407.44;0;14702;DNDI1578294;CC(C)(C)OC(=O)N1CC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)C1;IC50;62480.0;nM;43922;False;cell-based format
CHEMBL1862911;;429.88;0;20149;DNDI1465078;Cc1cc(C(=O)NC2CCN(C(c3cncnc3)c3ccc(Cl)cc3F)CC2)no1;IC50;76.0;nM;44537;False;organism-based format
CHEMBL1863069;;448.34;1;44202;DNDI1614389;Fc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1Cl;IC50;44344;nM;19906;False;organism-based format
CHEMBL1863009;;420.48;0;44287;DNDI1423055;CC(C)CC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;270.0;nM;20972;False;organism-based format
CHEMBL1863181;;511.47;1;30773;DNDI1564274;Cn1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)c(C(F)(F)F)n1;IC50;77110.0;nM;44504;False;cell-based format
CHEMBL1863127;;428.48;0;36192;DNDI1435770;CCS(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;490.0;nM;11475;False;organism-based format
CHEMBL849;TRICLOSAN;289.55;1;41760;DNDI1246774;Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl;IC50;52960.0;nM;46844;False;organism-based format
CHEMBL1862857;;455.39;1;27881;DNDI1449909;O=C(Nc1ccc(Cl)cc1)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;6.0;nM;44774;False;organism-based format
CHEMBL1863332;;407.44;0;14702;DNDI1578294;CC(C)(C)OC(=O)N1CC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)C1;IC50;95.0;nM;44234;False;organism-based format
CHEMBL280558;;256.31;0;41306;DNDI1255615;COc1ccc(C(O)(c2cncnc2)C2CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863416;ETHIRIMOL;209.29;0;31048;DNDI1255616;CCCCc1c(C)nc(NCC)[nH]c1=O;IC50;100000.0;nM;;False;organism-based format
CHEMBL1862868;;414.86;0;43525;DNDI1433764;CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl;IC50;1440.0;nM;30803;False;organism-based format
CHEMBL1863086;;280.15;0;14336;DNDI1268115;CON=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;IC50;10000.0;nM;;False;organism-based format
CHEMBL1863124;;349.40;0;27485;DNDI1392073;FC(F)(F)c1ccc(C(NCC2CCCCC2)c2cnccn2)cc1;IC50;390.0;nM;15128;False;organism-based format
CHEMBL1863124;;349.40;0;27485;DNDI1392073;FC(F)(F)c1ccc(C(NCC2CCCCC2)c2cnccn2)cc1;IC50;59240.0;nM;45017;False;cell-based format
CHEMBL1863008;;413.83;1;43617;DNDI1332847;OC(c1ccc(Cl)cc1)(c1ccc(C(F)(F)F)cc1)c1cnc2ccccc2c1;IC50;62630.0;nM;43922;False;cell-based format
CHEMBL1863085;;378.78;0;27120;DNDI1332848;Cc1cnc(C(O)(c2ccc(Cl)cc2)c2ccc(C(F)(F)F)cc2)cn1;IC50;61630.0;nM;44287;False;cell-based format
CHEMBL1863358;;266.13;0;44652;DNDI1267125;O/N=C(\c1ccc(Cl)cc1)c1ccccc1Cl;IC50;54930.0;nM;46113;False;cell-based format
CHEMBL1863309;;454.50;0;15067;DNDI1423070;O=C(Cc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;70480.0;nM;42095;False;cell-based format
CHEMBL1863166;;409.89;0;15432;DNDI1388150;O=C(c1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;68590.0;nM;42461;False;cell-based format
CHEMBL1863170;;331.75;0;11049;DNDI1332845;OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccc(F)c1F;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863315;;295.17;0;35855;DNDI1255613;CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl;IC50;80990.0;nM;44443;False;cell-based format
CHEMBL1863339;;400.49;0;24504;DNDI1562769;Cn1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)cn1;IC50;169.0;nM;28277;False;organism-based format
CHEMBL1863192;;402.93;0;24929;DNDI1489891;Fc1cc(Cl)ccc1C(NC1CCN(c2nccs2)CC1)c1cccnc1;IC50;56220.0;nM;45748;False;cell-based format
CHEMBL290960;NIFURTIMOX;287.30;0;0.64;DNDI1613515;CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1;IC50;100000.0;nM;;False;cell-based format
CHEMBL2028156;;454.95;0;32964;DNDI1489894;Cl.FC(F)(F)c1ccc(C(NC2CCN(c3nccs3)CC2)c2cccnc2)cc1;IC50;54890.0;nM;46113;False;cell-based format
CHEMBL1863300;;438.93;0;11780;DNDI1599461;NC(=O)c1ccccc1N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;76.0;nM;44537;False;organism-based format
CHEMBL1863386;;347.22;1;15462;DNDI1325596;OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccc(F)c1;IC50;560.0;nM;45809;False;organism-based format
CHEMBL1862941;;423.45;0;19085;DNDI1551253;CC(C)(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(C(F)(F)F)cc2F)CC1;IC50;44339;nM;23193;False;organism-based format
CHEMBL1863064;;544.52;2;44321;DNDI1434941;O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccc(C(F)(F)F)cc1;IC50;590.0;nM;45078;False;organism-based format
CHEMBL1863357;;339.78;0;18660;DNDI1462997;NC(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863299;;444.51;0;47178;DNDI1449748;O=S(=O)(c1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;400.0;nM;14763;False;organism-based format
CHEMBL1863266;;314.75;0;20149;DNDI1264445;OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1F;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863402;;458.48;1;14732;DNDI1610387;Cc1noc(C)c1C(=O)N1CCC(CN(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;72430.0;nM;41730;False;cell-based format
CHEMBL1862851;;364.75;0;15797;DNDI1267118;OC(c1ccc(C(F)(F)F)cc1)(c1cncnc1)c1ccccc1Cl;IC50;250.0;nM;22068;False;organism-based format
CHEMBL1863455;;405.46;0;13971;DNDI1465083;CC(C)(C)C(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;58650.0;nM;45017;False;cell-based format
CHEMBL1863169;;349.28;1;23863;DNDI1296947;Cc1ccsc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1;IC50;58810.0;nM;45017;False;cell-based format
CHEMBL1863230;;314.86;0;36251;DNDI1332843;Clc1ccc(C(NCC2CCCCC2)c2cccnc2)cc1;IC50;32.0;nM;18445;False;organism-based format
CHEMBL421035;FENOXAPROP;333.73;0;41365;DNDI1246799;CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O;IC50;100000.0;nM;;False;organism-based format
CHEMBL1862799;;331.20;0;44381;DNDI1255538;OC(c1cncnc1)(c1ccccc1Cl)c1ccccc1Cl;IC50;1060.0;nM;35551;False;organism-based format
CHEMBL1863458;;336.24;0;26755;DNDI1303291;OC(c1ccc(Cl)cc1)(c1cccnc1)c1sccc1Cl;IC50;70060.0;nM;42461;False;cell-based format
CHEMBL1862958;;301.80;0;44412;DNDI1317215;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccsc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862845;;259.74;0;34029;DNDI1317220;CON=C(Cc1ccccc1)c1ccc(Cl)cc1;IC50;70250.0;nM;42095;False;cell-based format
CHEMBL1863327;;401.12;1;12175;DNDI1268521;Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl;IC50;53100.0;nM;46844;False;cell-based format
CHEMBL1863172;;314.22;1;20941;DNDI1278550;Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1;IC50;62580.0;nM;43922;False;cell-based format
CHEMBL138538;;309.80;0;12145;DNDI1325591;Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;17.0;nM;28307;False;organism-based format
CHEMBL1862993;;482.98;0;27485;DNDI1433770;Cl.O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;250.0;nM;22068;False;organism-based format
CHEMBL138538;;309.80;0;12145;DNDI1325591;Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;61160.0;nM;44287;False;cell-based format
CHEMBL1862966;;346.38;0;16103;DNDI1434961;CC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863281;;420.92;0;12875;DNDI1459245;CC(C)(C)OC(=O)NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;59.0;nM;45108;False;organism-based format
CHEMBL1863084;;351.28;1;14732;DNDI1392069;CC(C)CCON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl;IC50;60990.0;nM;44287;False;cell-based format
CHEMBL1863496;;364.37;0;28522;DNDI1392072;NC(=O)C1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863070;;410.49;0;23408;DNDI1435825;CC(C)S(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;340.0;nM;17319;False;organism-based format
CHEMBL1863405;;482.57;0;11049;DNDI1435827;O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1;IC50;57920.0;nM;45383;False;cell-based format
CHEMBL1863121;;458.53;0;15766;DNDI1434948;O=S(=O)(Cc1ccccc1)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863483;;375.88;0;27820;DNDI1388148;CC(C)C(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
