Molecule ChEMBL ID;Molecule Name;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Value;Standard Units;pChEMBL Value;Potential Duplicate;BAO Label
CHEMBL1863370;;460.89;0;19450;DNDI1467773;O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1ccc(F)cc1F;IC50;15.0;nM;30133;False;organism-based format
CHEMBL1862872;;414.87;0;26359;DNDI1465512;Cc1cc(C(=O)N2CCN(C(c3cccnc3)c3ccc(Cl)cc3F)CC2)no1;IC50;69660.0;nM;42461;False;cell-based format
CHEMBL1863501;;406.45;0;30011;DNDI1435829;CC(C)C(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863501;;406.45;0;30011;DNDI1435829;CC(C)C(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;560.0;nM;45809;False;organism-based format
CHEMBL1863081;;401.47;0;44986;DNDI1498555;Cc1nc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)co1;IC50;114.5;nM;34486;False;organism-based format
CHEMBL1863011;;432.47;0;44652;DNDI1490401;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccc(F)cc3F)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862874;;380.90;0;44958;DNDI1459260;CS(=O)(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;630.0;nM;43983;False;organism-based format
CHEMBL1863305;;388.87;0;12844;DNDI1460902;O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)C1CC1;IC50;150.0;nM;30103;False;organism-based format
CHEMBL1863271;;461.02;0;42095;DNDI1246786;O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1;IC50;83580.0;nM;44412;False;cell-based format
CHEMBL1862996;;382.85;0;23802;DNDI1435755;CON(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;38.0;nM;15523;False;organism-based format
CHEMBL1862858;;452.98;0;23437;DNDI1435849;O=S(=O)(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;18.0;nM;27576;False;organism-based format
CHEMBL1863400;;429.46;1;21671;DNDI1599459;Fc1ccccc1N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;17.0;nM;28307;False;organism-based format
CHEMBL1863093;;430.94;0;43556;DNDI1465503;Cc1ncsc1C(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;36.0;nM;16254;False;organism-based format
CHEMBL1863091;;372.42;0;30348;DNDI1449745;O=C(C1CC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;1380.0;nM;31533;False;organism-based format
CHEMBL1863125;;443.33;0;42095;DNDI1454257;O=C(c1cc(C(O)(c2ccc(Cl)cc2)c2cccnc2)ccc1Cl)N1CCOCC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863497;;385.41;1;22037;DNDI1325598;OC(c1ccc(C(F)(F)F)cc1)(c1cccnc1)c1cc2ccccc2s1;IC50;20.0;nM;25750;False;organism-based format
CHEMBL1863379;;354.33;0;46113;DNDI1330083;N#Cc1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1;IC50;12.0;nM;33786;False;organism-based format
CHEMBL1863104;;413.83;1;43617;DNDI1330085;OC(c1ccc(Cl)cc1)(c1ccc(C(F)(F)F)cc1)c1ccc2ncccc2c1;IC50;2840.0;nM;20210;False;organism-based format
CHEMBL337750;;363.77;1;44291;DNDI1303290;OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccc(C(F)(F)F)c1;IC50;60390.0;nM;44652;False;cell-based format
CHEMBL1862838;;348.20;0;29677;DNDI1322027;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1F;IC50;100000.0;nM;;False;cell-based format
CHEMBL519873;PYRACLOSTROBIN;387.82;0;45383;DNDI1724943;COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1;IC50;43360.0;nM;13241;False;cell-based format
CHEMBL1862908;;420.92;1;44444;DNDI1576380;N#Cc1ccccc1N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;7.478;nM;41487;False;organism-based format
CHEMBL1862805;;403.45;0;43191;DNDI1454262;O=C(C1CC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;150.0;nM;30103;False;organism-based format
CHEMBL1863016;;474.00;0;23102;DNDI1677865;CS(=O)(=O)c1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1;IC50;44349;nM;21763;False;organism-based format
CHEMBL1863150;;415.46;0;43191;DNDI1677866;Cn1cc(C(NC2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cn1;IC50;102.0;nM;36312;False;organism-based format
CHEMBL1862903;;320.78;0;32568;DNDI1330084;N#Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1;IC50;62.0;nM;44378;False;organism-based format
CHEMBL1863293;;315.83;0;14336;DNDI1325595;Cc1ccsc1C(O)(c1ccc(Cl)cc1)c1cccnc1;IC50;74250.0;nM;41365;False;cell-based format
CHEMBL1862952;;373.93;0;23802;DNDI1695342;CC(O)C(C)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863048;;446.90;1;18384;DNDI1695341;FC(F)(F)c1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cn1;IC50;44353;nM;43313;False;organism-based format
CHEMBL1862903;;320.78;0;32568;DNDI1330084;N#Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862934;;443.47;0;30011;DNDI1564275;Cn1ccnc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;81.5;nM;44446;False;organism-based format
CHEMBL1863018;;471.53;0;22372;DNDI1564276;CCn1nc(C)cc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863231;;450.51;0;30042;DNDI1423071;CC(C)(C)OC(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;73290.0;nM;41365;False;cell-based format
CHEMBL1863484;;331.20;0;44381;DNDI1264438;OC(c1ccc(Cl)cc1)(c1cnccn1)c1ccccc1Cl;IC50;440.0;nM;13302;False;organism-based format
CHEMBL1863471;;295.17;0;35855;DNDI1330088;CON=C(Cc1ccc(Cl)cc1Cl)c1cccnc1;IC50;2140.0;nM;24593;False;organism-based format
CHEMBL1862995;;446.52;0;27485;DNDI1433772;O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1;IC50;250.0;nM;22068;False;organism-based format
CHEMBL1862985;;363.77;1;44291;DNDI1322022;OC(c1cccnc1)(c1cccc(C(F)(F)F)c1)c1ccccc1Cl;IC50;446.0;nM;12936;False;organism-based format
CHEMBL1863247;;309.80;0;12145;DNDI1330087;Cc1ccc(C(O)(c2cccnc2)c2ccccc2Cl)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL29646;;262.74;0;44230;DNDI1264439;CC(C)C(O)(c1ccc(Cl)cc1)c1cncnc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863036;;303.75;0;23071;DNDI1315841;CON=C(Cc1ccccc1C(=O)O)c1ccc(Cl)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863034;;255.32;0;47178;DNDI1317218;CON=C(Cc1ccccc1)c1ccc(OC)cc1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1862865;;382.87;0;43191;DNDI1434920;Fc1cc(Cl)ccc1C(c1cncnc1)N1CCN(c2ccccc2)CC1;IC50;62700.0;nM;43922;False;cell-based format
CHEMBL1862826;;276.77;0;15036;DNDI1264448;CC(C)CC(O)(c1ccc(Cl)cc1)c1cncnc1;IC50;1150.0;nM;34455;False;organism-based format
CHEMBL1863166;;409.89;0;15432;DNDI1388150;O=C(c1ccccc1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;70.0;nM;42552;False;organism-based format
CHEMBL1862902;;388.88;0;14305;DNDI1343533;CS(=O)(=O)Nc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;30.0;nM;19176;False;organism-based format
CHEMBL1863025;;410.88;0;30011;DNDI1435819;O=C(c1ccccc1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;220.0;nM;24259;False;organism-based format
CHEMBL1863190;;416.93;0;44412;DNDI1435820;O=C(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;150.0;nM;30103;False;organism-based format
CHEMBL1862794;;387.92;0;12844;DNDI1449756;CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;230.0;nM;23529;False;organism-based format
CHEMBL135115;;330.21;0;24563;DNDI1267127;OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1;IC50;90.0;nM;44323;False;organism-based format
CHEMBL1862842;;344.24;1;12175;DNDI1268112;COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl;IC50;58700.0;nM;45017;False;cell-based format
CHEMBL230001;AZOXYSTROBIN;403.39;0;44443;DNDI1511705;CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1;IC50;3256.0;nM;18019;False;organism-based format
CHEMBL1862951;;458.48;0;25294;DNDI1499523;Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863330;;430.43;0;44381;DNDI1536085;O=C(c1ccno1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863176;;482.48;1;44444;DNDI1467771;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccc(F)cc3C(F)(F)F)CC2)cc1;IC50;31929;nM;42583;False;organism-based format
CHEMBL1863239;;357.77;0;23774;DNDI1465075;NC(=O)c1cccc(C(O)(c2cncnc2)c2ccc(Cl)cc2F)c1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863389;;401.94;0;29677;DNDI1454123;CC(C)(C)OC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;53970.0;nM;46478;False;cell-based format
CHEMBL1863050;;434.97;1;12175;DNDI1449757;O=C(NCC1CCCCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;100.0;nM;7.00;False;organism-based format
CHEMBL1862884;;360.85;0;36192;DNDI1449758;CCOC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;190.0;nM;26451;False;organism-based format
CHEMBL1863141;;482.57;0;11049;DNDI1423046;O=S(=O)(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;62640.0;nM;43922;False;cell-based format
CHEMBL1863498;;442.51;0;13940;DNDI1435769;CC(C)S(=O)(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;220.0;nM;24259;False;organism-based format
CHEMBL1862837;;359.86;0;20852;DNDI1449759;CCNC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863160;;353.85;0;29677;DNDI1294211;CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;56610.0;nM;45748;False;cell-based format
CHEMBL1863318;;360.41;0;30348;DNDI1435843;CCC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863419;;414.50;0;44200;DNDI1449747;O=C(C1CCCCC1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862989;;394.90;0;15067;DNDI1435751;CC(C)CNC(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;60470.0;nM;44652;False;cell-based format
CHEMBL1862832;;301.82;0;44380;DNDI1325588;CN1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863504;;320.78;0;32568;DNDI1325590;N#Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863208;;414.51;0;46813;DNDI1576385;Cc1n[nH]c(C)c1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1;IC50;185.0;nM;26816;False;organism-based format
CHEMBL1863001;;413.90;1;13271;DNDI1492867;Fc1cc(Cl)ccc1C(NC1CCN(c2ccccc2F)CC1)c1cccnc1;IC50;44320;nM;12997;False;organism-based format
CHEMBL1863047;;481.90;1;14032;DNDI1599460;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(C(F)(F)F)cc2F)CC1)c1cccnc1;IC50;53020.0;nM;46844;False;cell-based format
CHEMBL1863229;;403.51;0;46447;DNDI1498560;Cc1ncsc1C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1229721;CHLORSULFURON;357.78;0;12785;DNDI1246776;COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1;IC50;44970.0;nM;12875;False;organism-based format
CHEMBL1863274;;384.87;0;27426;DNDI1388160;CN(C)CCOc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863413;;237.66;0;35096;DNDI1433776;OC(c1cccnc1)c1ccc(Cl)cc1F;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863023;;432.47;0;44381;DNDI1596466;Cc1ncsc1C(=O)N1CC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)C1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862982;;371.40;1;18749;DNDI1336033;CC(C)c1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1;IC50;2.0;nM;25781;False;organism-based format
CHEMBL1863006;;457.50;0;41365;DNDI1576383;Cc1cc(C(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)nn1C;IC50;66.5;nM;43282;False;organism-based format
CHEMBL1862909;;372.39;0;16528;DNDI1325593;CN(C)c1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1;IC50;6.0;nM;44774;False;organism-based format
CHEMBL1863482;;377.48;0;34425;DNDI1338487;CC(C)Oc1ccc(C(O)(c2ccc(OC(C)C)cc2)c2cccnc2)cc1;IC50;61420.0;nM;44287;False;cell-based format
CHEMBL1862878;;337.34;0;44289;DNDI1392071;OC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863178;;338.84;0;22737;DNDI1340247;COc1ccc(CNC(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863204;;311.82;0;26724;DNDI1340248;N#CC(c1ccc(Cl)cc1)N1CCN(c2ccccc2)CC1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1862906;;440.47;0;17624;DNDI1423047;O=C(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863227;;313.76;0;42461;DNDI1315839;OC(c1cccnc1)(c1cccc(F)c1)c1ccccc1Cl;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862975;;329.83;0;36192;DNDI1335908;CC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862927;;312.76;0;14277;DNDI1454256;Nc1ncc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863356;;388.46;0;17227;DNDI1449752;CC(C)CC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;550.0;nM;46174;False;organism-based format
CHEMBL1862842;;344.24;1;12175;DNDI1268112;COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl;IC50;90.0;nM;44323;False;organism-based format
CHEMBL1863086;;280.15;0;14336;DNDI1268115;CON=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863261;;316.83;0;12510;DNDI1296946;OC(CC1CCCCC1)(c1ccc(Cl)cc1)c1cncnc1;IC50;154.0;nM;29738;False;organism-based format
CHEMBL1863031;;427.83;0;44652;DNDI1423064;O=S(=O)(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1;IC50;56380.0;nM;45748;False;cell-based format
CHEMBL1863393;;415.94;0;25294;DNDI1388149;O=C(C1CCCCC1)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;61700.0;nM;44287;False;cell-based format
CHEMBL1863061;FLURTAMONE;333.31;0;34029;DNDI1246784;CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1;IC50;55500.0;nM;46113;False;organism-based format
CHEMBL1863362;;443.52;1;45047;DNDI1703785;CC(C)n1cc(C(NC2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cn1;IC50;77010.0;nM;44504;False;cell-based format
CHEMBL1863044;;401.47;0;44986;DNDI1498556;Cc1ncoc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1;IC50;183.0;nM;27181;False;organism-based format
CHEMBL1863020;;491.56;1;25324;DNDI1703788;FC(F)(F)c1ccc(N2CCC(NC(c3cccnc3)c3cnn(Cc4ccccc4)c3)CC2)cc1;IC50;51630.0;nM;47209;False;cell-based format
CHEMBL1863365;;419.48;0;11049;DNDI1574846;FC(F)(F)c1ccc(C(NC2CCN(c3ncccn3)CC2)c2cncs2)cc1;IC50;20.0;nM;25750;False;organism-based format
CHEMBL1863188;;499.46;1;44444;DNDI1715608;FC(F)(F)Cn1cc(C(NC2CCN(c3ccc(OC(F)(F)F)cc3)CC2)c2cccnc2)cn1;IC50;66590.0;nM;43191;False;cell-based format
CHEMBL1863216;;331.75;0;11049;DNDI1335914;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(F)cc1F;IC50;44302;nM;29037;False;organism-based format
CHEMBL1863259;;387.44;0;34001;DNDI1538104;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccno3)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862925;;432.51;1;44317;DNDI1564270;Cc1cnc(N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)s1;IC50;29.0;nM;19906;False;organism-based format
CHEMBL1862803;;309.80;0;12145;DNDI1278548;Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1;IC50;370.0;nM;15858;False;organism-based format
CHEMBL1863460;;442.39;0;22007;DNDI1278549;Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1;IC50;56460.0;nM;45748;False;cell-based format
CHEMBL1863308;;476.52;0;44259;DNDI1423048;O=S(=O)(c1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;170.0;nM;28277;False;organism-based format
CHEMBL1863159;;403.51;0;14305;DNDI1498558;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3nccs3)CC2)cc1;IC50;138.5;nM;31564;False;organism-based format
CHEMBL1863294;;366.85;0;26359;DNDI1433760;CN(C)C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;180.0;nM;27546;False;organism-based format
CHEMBL1862834;;361.88;1;41760;DNDI1342989;Clc1ccc(C(NCCc2c[nH]c3ccccc23)c2cccnc2)cc1;IC50;48720.0;nM;11414;False;cell-based format
CHEMBL1863329;;404.46;0;30376;DNDI1434927;CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863285;;398.94;0;34394;DNDI1434930;O=C(C1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862893;;331.20;0;44381;DNDI1300739;OC(c1ccc(Cl)cc1)(c1ccncn1)c1ccccc1Cl;IC50;7050.0;nM;42125;False;organism-based format
CHEMBL1863499;;371.84;0;34790;DNDI1336037;CC(C)Oc1ccc(C(O)(c2cccnc2)c2ccc(Cl)cc2F)cc1;IC50;56020.0;nM;45748;False;cell-based format
CHEMBL1862916;;377.85;0;27089;DNDI1449880;CCOC(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;24.0;nM;22828;False;organism-based format
CHEMBL1863143;;401.87;0;33298;DNDI1492868;Cc1nc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)no1;IC50;64.0;nM;43647;False;organism-based format
CHEMBL1863505;;499.58;1;12540;DNDI1599450;Cc1cc(C(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)n(C(C)(C)C)n1;IC50;44329;nM;31959;False;organism-based format
CHEMBL1863486;;437.47;1;22037;DNDI1608215;N#Cc1cccc(OC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)c1;IC50;19170.0;nM;26390;False;cell-based format
CHEMBL1862848;;411.91;0;28946;DNDI1388399;COc1ccccc1N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;45.0;nM;12966;False;organism-based format
CHEMBL1862968;;274.80;0;34060;DNDI1336029;CC(C)CC(Nc1cccnc1)c1ccc(Cl)cc1;IC50;56220.0;nM;45748;False;cell-based format
CHEMBL1862958;;301.80;0;44412;DNDI1317215;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccsc1;IC50;78.0;nM;44507;False;organism-based format
CHEMBL1863381;;449.99;1;43586;DNDI1449754;CC(C)c1ccc(NC(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1;IC50;35980.0;nM;16163;False;cell-based format
CHEMBL1863240;;269.74;0;20880;DNDI1338490;Clc1ccc(C(c2cccnc2)n2cccn2)cc1;IC50;290.0;nM;19876;False;organism-based format
CHEMBL1862873;;355.83;0;21976;DNDI1464838;CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cn1;IC50;85860.0;nM;44381;False;cell-based format
CHEMBL1863296;;436.48;0;20911;DNDI1418013;CC(C)(C)OC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;56740.0;nM;45748;False;cell-based format
CHEMBL415725;;314.22;1;20941;DNDI1268118;Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;84700.0;nM;44381;False;cell-based format
CHEMBL1862894;;444.46;0;13971;DNDI1599452;Cc1nocc1C(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;65270.0;nM;43191;False;cell-based format
CHEMBL1863024;;386.46;0;24139;DNDI1576378;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cc[nH]n3)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862802;;408.93;0;17989;DNDI1625117;COc1cncc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)c1;IC50;58900.0;nM;45017;False;cell-based format
CHEMBL1863263;;324.31;0;31444;DNDI1423069;CN(C)C(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862932;;476.45;0;27851;DNDI1434957;O=C(NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1)c1ccc(C(F)(F)F)cc1;IC50;460.0;nM;12571;False;organism-based format
CHEMBL1863249;;260.42;0;17624;DNDI1335911;CCCCC(NCC1CCCCC1)c1cccnc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862889;;332.21;1;23863;DNDI1268121;FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl;IC50;170.3;nM;28277;False;organism-based format
CHEMBL1863489;;310.78;0;26359;DNDI1268124;Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1;IC50;79340.0;nM;44473;False;cell-based format
CHEMBL1863156;;344.85;0;28157;DNDI1434929;CCC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;850.0;nM;44383;False;organism-based format
CHEMBL1862854;;403.51;0;14305;DNDI1498550;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3cscn3)CC2)cc1;IC50;173.5;nM;27912;False;organism-based format
CHEMBL1863409;;381.88;0;28946;DNDI1343537;Fc1cc(Cl)ccc1C(c1cccnc1)N1CCN(c2ccccc2)CC1;IC50;18.0;nM;27576;False;organism-based format
CHEMBL1863509;;375.42;0;21217;DNDI1434959;CN(C)C(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863064;;544.52;2;44321;DNDI1434941;O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccc(C(F)(F)F)cc1;IC50;18120.0;nM;27120;False;cell-based format
CHEMBL1863252;;422.96;1;46874;DNDI1435750;CC(C)N(C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)C(C)C;IC50;14.0;nM;31229;False;organism-based format
CHEMBL1862836;;508.47;2;18384;DNDI1435830;O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)c1ccc(C(F)(F)F)cc1;IC50;100.0;nM;7.00;False;organism-based format
CHEMBL1863348;;392.43;0;21245;DNDI1434945;CCC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;1040.0;nM;35916;False;organism-based format
CHEMBL1863225;;276.77;0;15036;DNDI1300740;CC(C)CC(O)(c1ccc(Cl)cc1)c1cnccn1;IC50;139.0;nM;31564;False;organism-based format
CHEMBL1863138;;393.87;0;35490;DNDI1402163;CC1(C)COC(c2cccc(C(O)(c3ccc(Cl)cc3)c3cncnc3)c2)=N1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863223;;329.23;0;23468;DNDI1294207;NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl;IC50;76020.0;nM;44534;False;cell-based format
CHEMBL1862930;;425.33;1;44260;DNDI1423067;O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(C(F)(F)F)cc1;IC50;590.0;nM;45078;False;organism-based format
CHEMBL1863145;;383.88;0;19756;DNDI1343536;CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
